name,name_variants,tier,mentors,promise,audience_nicho,deliveries,social_proof,page_number,is_ai,ai_relevance,ai_notes,attendees_with_club_field,members_count,guests_count,family_table_count,pista_premium_count,arquibancada_count
KAIRÓS LEGACY CLUB,Kairós Legacy Club,bronze,Suelen Jacomini | Eduardo Naldo,"O Kairós Legacy é um clube exclusivo para empresários, autônomos e mentores que querem escalar o seu faturamento através de mentorias com ofertas de alto valor. Uma metodologia validada, que ensina a criar, vender e escalar mentorias. Um ecossistema de conexão e networking e baseado em valores e princípios.",educação / mentores,ENCONTROS: 2 encontros presenciais no ano + 24 encontros online quinzenais | PLATAFORMA: acesso a área de membros + tutoriais em grupo com especialistas convidados. | WHATSAPP: grupo exclusivo para acompanhamento | EXPERIÊNCIAS EXCLUSIVAS: ao longo do ano.,faturamento=+21 milhões de faturamento total do grupo | faturamento=milhões de faturamento total do grupo | indicador=+100 mentores formados pelo método | indicador=+14 anos de experiência em vendas | indicador=anos de experiência em vendas,161,False,none,,12,6,6,3,3,6
LEADERSHIP CLUB,Leadership Club,bronze,Sabrina Bogiani,"Para empresários que decidiram Escalar e Prosperar seu negócio construindo um Time engajado, construído por Líderes Sistêmicos. Atraindo os melhores profissionais para sua empresa.",educação / mentores,ENCONTROS: 3 encontros presenciais de 2 dias + 9 online durante o ano + 9 Constelações Organizacionais | FERRAMENTAS: Ferramentas de Team Building | WHATSAPP: grupo exclusivo do Whatsapp com todos os membros e os mentores | EXPERIÊNCIAS EXCLUSIVAS: Experiências fora da agenda,indicador=+15 mil horas treinando times de alta performance | indicador=horas treinando times de alta performance | mentorados=+600 alunos na Liderança seu negócio | indicador=+78% renovação e engajamento,162,False,none,,1,1,0,0,0,1
LEGACY BUSINESS CLUB,Legacy Business Club,bronze,Waldo Souza | Alberto Machado,"Para líderes que almejam resultados e legado, o Legacy Business Club é a união da visão estratégica de Waldo Souza, das conexões de Helbert Luciano e da governança de resultados de Alberto Machado. Somos uma rede exclusiva de empresários, que trocam experiências e conhecimentos, que impulsionam seu crescimento prático, construindo negócios de impacto.",educação / mentores,"ENCONTROS: 2 encontros presenciais de 2 dias, 16 Encontros online durante o ano e 3 Agendas Individuais (1:1 com 1 mentor) | PLATAFORMA: App exclusivo Connect (IOS e Android), Plataforma exclusiva (aulas e encontros gravados) | WHATSAPP: Grupo exclusivo do WhatsApp com todos os sócios e os mentores | EXPERIÊNCIAS: Experiências especiais além da agenda de encontros anuais",faturamento=+200 milhões de faturamento dos sócios | faturamento=milhões de faturamento dos sócios | socios=+30 sócios no clube | socios=sócios no clube | colaboradores=+5mil colaboradores impactados,165,False,none,,13,2,11,4,1,8
LEGACY CLUB,Legacy Club,bronze,Bruno Fazanaro | Jacque Fazanaro,"O Legacy Club é uma mentoria estratégica para empresários e casais empreendedores que desejam crescer mais rápido com decisões mais inteligentes e direcionamento empresarial. Fundado pelo casal Bruno e Jacque Fazanaro, o Legacy reúne líderes que desenvolvem negócios lucrativos, fortalecem suas famílias e constroem um legado que vai além dos números. Empresas do grupo já chegaram a dobrar e até triplicar seu faturamento.",educação / mentores,ENCONTROS: Mentorias quinzenais online em grupo + 3 eventos presenciais ao longo do ano | AÇÕES FILANTRÓPICAS: Experiências sazonais em casas de acolhimento infantil | WHATSAPP: Grupo exclusivo com todos os membros e mentores | EXPERIÊNCIAS: 2 viagens em família + 2 visitas a empresas referência,indicador=+30 anos somados de experiência | indicador=anos somados de experiência em negócios | faturamento=+50 milhões de faturamento total no grupo | faturamento=milhões de faturamento total no grupo | roi=ROI 5X no resultado médio do grupo,166,False,none,,30,8,22,0,12,18
LEGACY IMOB CLUB,Legacy Imob Club,bronze,Paulo Castro | Renata Bilhim,"O Legacy Imob Club é um clube exclusivo para empresários e investidores que desejam dominar o jogo do mercado imobiliário, conectando-se com os principais players e acessando estratégias de alto nível para multiplicar patrimônio, acelerar negócios e criar oportunidades lucrativas.",imobiliário,ENCONTROS: 3 encontros presenciais imersivos ao longo do ano + 9 online | PLATAFORMA: plataforma exclusiva de membros | WHATSAPP: grupo exclusivo de WhatsApp | EXPERIÊNCIAS: 1 experiência internacional por ano,indicador=+320 mil m² de imóveis construídos e negociados +1 bilhão | indicador=+1 bilhão de FGV na incorporação imobiliária | indicador=de FGV na incorporação imobiliária +30 | socios=+30 membros ativos +30 anos | indicador=+30 anos de experiência no mercado imobiliário,167,False,none,,4,3,1,2,0,2
LEGADO MÉDICO CLUB,Legado Médico Club,bronze,Lucas Siqueira | Graziella Rios,"O Legado Médico é para médicos donos de clínicas que trocam horas de vida e trabalho, por dinheiro e querem sair disso. Método 4-4-5: as 4 fases da jornada médica, os 4 pilares do empreendedor e as 5 inteligências que aceleram cada fase. Temas: consulta de alto valor, vendas, liderança e gestão. Promessa: lucro, liberdade e legado.",medicina / saúde,ENCONTROS: 4 encontros individuais (online) e 4 presenciais + 72 encontros em grupo | TREINAMENTOS: Treinamentos de equipes | WHATSAPP: Acesso ao grupo de WhatsApp,socios=32 sócios | socios=sócios +500 mil | faturamento=+500 mil de faturamento do grupo | colaboradores=+60 colaboradores impactados,168,False,none,,26,9,17,6,11,9
LIDERA CLUB,Lideraclub,bronze,Jhonatas Alcantara,"O Lidera Club é um ecossistema exclusivo para empresários e líderes que já alcançaram resultados relevantes, mas entenderam que o próximo nível exige expansão de mentalidade, estrutura, posicionamento e liderança. Foi criado para pessoas que não querem apenas crescer financeiramente, mas construir negócios sólidos, escaláveis e sustentáveis.",educação / mentores,ENCONTROS: 3 encontros presenciais e 24 encontros online | PLATAFORMA: acesso à aulas gravadas | WHATSAPP: grupo exclusivo com todos os sócios e mentores | ACOMPANHAMENTO: individualizado com mentor,faturamento=+50 milhões faturamento do grupo | faturamento=milhões faturamento do grupo | socios=+40 sócios no grupo | socios=sócios no grupo | indicador=Negócios sendo realizados semanalmente,169,False,none,,17,9,8,4,0,13
LION'S SOCIETY,Lions Society,bronze,Moisés Ramos,"O Lions Society - Club Premium é para empresários e líderes visionários de diversos setores que buscam escalar seus negócios. Com foco em vendas, marketing, gestão e liderança, o clube promove conexões estratégicas e transformação completa. Nossa promessa: ferramentas práticas, inovação e networking para resultados consistentes e impactantes.",educação / mentores,"ENCONTROS: 3 encontros presenciais e 9 workshops online | NETWORKING ESTRATÉGICO: acesso exclusivo a rede de relacionamentos para negócios | PLATAFORMA: com biblioteca de conteúdos gravados, incluindo os encontros e materiais | TUTORIAS INDIVIDUAIS: Sessões técnicas conduzidas por uma equipe de especialistas",faturamento=+50 milhões de faturamento total acumulado pelos | faturamento=milhões de faturamento total acumulado pelos participantes do clube | indicador=20 anos formando empresários de alto nível | socios=+40 sócios no grupo,163,False,none,,3,1,2,3,0,0
LONGITY CLUB,Longity Club,bronze,Guilherme Lain | Bruna Mello,"O Longity Club é para profissionais da saúde que cansaram de trabalhar muito para lucrar pouco. Aqui você aprende a se posicionar como alto padrão, e crescer com margem de verdade — com método validado por quem vive isso na própria operação. Você deixa de ser mais um técnico e se torna a autoridade. Organiza processos e tem escala no negócio.",estética,"ENCONTROS: 12 Encontros on-line individuais mensais + 48 Encontros em grupo semanais | WHATSAPP: Grupo exclusivo de WhatsApp com todos os membros. | PLATAFORMA: Técnica: injetáveis e protocolos. Aulas: posicionamento, vendas e gestão. | NETWORKING: Network de alto padrão",indicador=20 anos no mundo da saúde e estética | mentorados=+30 milhões em resultados para os mentorados. | unidades=Longity Clinic uma clinica de alto padrão que cresce usando o próprio método.,164,False,none,,3,1,2,3,0,0
LUMIÈRE CLUB,,bronze,Dani Martins,"Clube Lumière é focado em empresários que querem estruturar seu negócio com foco em aceleração de vendas, construção e performance de times comerciais e formação de lideranças. E desenvolvimento da inteligência espiritual.",educação / mentores,ENCONTROS: 2 encontros presenciais e 6 encontros online por ano | PLATAFORMA: com conteúdos exclusivos | WHATSAPP: grupo exclusivo com todos os sócios e mentores | TREINAMENTO: treinamento semanal para lideranças comerciais e vendedores,faturamento=+30 milhões de faturamento total acumulado | faturamento=milhões de faturamento total acumulado pelos participantes,170,False,none,,0,0,0,0,0,0
MAGNUS CLUB,Magnus Club,bronze,Léo Bastos | Jessica Bastos,"Mentoria premium para empresários com mentalidade de crescimento, conduzido por Leonardo e Jessica Bastos. Oferece uma visão completa sobre negócios, focando em criação de ecossistema, acompanhamento de metas, lucro, qualidade de vida, modelo de negócio, família e saúde. Transformação do CPF e CNPJ.",medicina / saúde,ENCONTROS: 3 encontros presenciais por ano + 12 encontros online por ano | PLATAFORMA: Plataforma de video aulas | WHATSAPP: Grupo exclusivo de membros no whatsapp | ACOMPANHAMENTO: 12 horas de mentorias individuais por agendamento,faturamento=+100 milhões de faturamento do grupo | faturamento=milhões de faturamento do grupo | indicador=+12 anos empreendendo | indicador=+1 bilhão de caixa gerado para empresas,171,False,none,,9,4,5,2,0,7
MAKERS CLUB,,bronze,Maikol Parnow,"Clube de negócios para empresários com foco em desenvolvimento das áreas de marketing e vendas das empresas. São abordados 6 temas ao longo do ano: marketing, vendas, gestão de pessoas, captação de investimentos e M&A, mentalidade, gestão e planejamento estratégico.",educação / mentores,ENCONTROS: 9 encontros presenciais e 9 encontros online durante o ano | PLATAFORMA NOTION: com todos os encontros gravados | WHATSAPP: grupo exclusivo com todos os membros | EXPERIÊNCIAS: experiências exclusivas por encontro,faturamento=+300 milhões de faturamento entre os membros | faturamento=milhões de faturamento entre os membros | mentorados=+52 mentorados no grupo,172,False,none,,0,0,0,0,0,0
MARCANTE,Marcante,bronze,Pedro Marcondes | Nathália Luz | Igor Moraes | Jeanny Moraes,"O maior clube de construção de percepção de valor do Brasil. O Marcante Club é o ecossistema onde empresários de diferentes segmentos deixam de comunicar abaixo do que construíram e passam a usar o próprio nome como alavanca de crescimento. O foco é percepção de valor que gera receita, parcerias e reconhecimento de mercado.",educação / mentores,"ENCONTROS: 3 encontros presenciais no ano, encontros online a cada 15 dias, 2 reuniões de conselho por semestre | WHATSAPP: grupo premium com os mentores no whatsapp e outros empresários | EXPERIÊNCIAS: acesso a experiência e eventos exclusivos durante o ano",indicador=+14 anos de experiência em percepção de valor | mentorados=+10.000 alunos dentro do ecossistema | indicador=+100 milhões em contratos gerados para clientes | indicador=milhões em contratos gerados para clientes,173,False,none,,16,6,10,4,3,9
MASTER BOARD,Master Board,bronze,Farias Souza | Jorge Azevedo,"Clube de empresários e executivos que almejam deixar marcas nos conselhos mais relevantes do Brasil. Aqui, estratégia encontra influência, e legado se constrói com método, visão e rede. Ao longo da jornada, cultivamos autoridade, performance e presença de alto nível em um ecossistema que transforma líderes em conselheiros com propósito.",educação / mentores,"BOARD REVIEW: Participação na revista dos conselheiros que fazem o futuro acontecer | TOOL KIT EXCLUSIVO: com frameworks, métodos e templates | PODCAST: Gravação de um podcast exclusivo para os canais da Board Academy | ACESSO EXCLUSIVO: programas e eventos promovidos pela Board Academy no Brasil","indicador=15 países associados ao Board Academy global, com mais | socios=associados ao Board Academy global, com mais de 13.500 membros | mentorados=100% dos mentorados atuando em Conselho | roi=6% de ROI no último ano",174,False,none,,85,6,79,1,22,62
MASTER REVOLUTION,Master Revolution,bronze,Jônas Pastore,"Clube de empresários do setor de móveis planejados, focado em aumentar rentabilidade e profissionalizar negócios. Aplicamos o método BVP², criado por Jônas Pastore e validado no Brasil, Estados Unidos e México, implantando gestão, processos e posicionamento para construir empresas mais estruturadas, eficientes e lucrativas. A força do grupo fortalece o setor",educação / mentores,ENCONTROS: 3 presenciais no ano + online quinzenais | ACOMPANHAMENTO: 2 mentorias individuais 4 mentorias com equipe | WHATSAPP: grupo exclusivo de whatsapp | DIAGNÓSTICO: Diagnóstico 360,indicador=+1 bilhão de negócios gerados | indicador=bilhão de negócios gerados | indicador=20 anos de experiência,175,False,none,,82,10,72,2,31,49
MEDBOOST,Medboost,bronze,Lucas Vianna,"No nosso clube, o médico especialista raiz, que não negocia princípios técnicos e éticos, encontra as ferramentas para atingir sucesso na carreira e ampliar o seu alcance e impacto no mercado. Baseado nos pilares Marketing, Gestão, Liderança, Produtização e Vendas, o foco é gerar resultados tangíveis e sustentados, tanto na sua clínica quanto no digital.",medicina / saúde,ENCONTROS: 2 presenciais anuais + encontros online semanais e quinzenais | PLATAFORMA: a área de membros com conteúdos gravados e materiais de apoio | WHATSAPP: grupo exclusivo com toda comunidade de membros e com o mentor | EXPERIÊNCIAS: consultorias individuais personalizadas para seu momento de mercado,faturamento=+30% de faturamento (média) nos primeiros 6 meses | socios=+90 sócios no grupo | indicador=+70% de renovações,179,False,none,,44,19,25,4,32,8
